"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Fast Length","__Slow Length","__Source","__Signal Smoothing","__MA Type (Oscillator)?","__MA Type (Signal Line)?","__Apply Laguerre Smoothing","__Laguerre Gamma","__Draw MACD Leader","__Indicate MACD Leader Crossings","__KAMA Length","__Fast EMA Length","__Slow EMA Length","__Highlight ?","__Await Bar Confirmation ?","__VI Length","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__OS","__OB","__10. MA:","__Type","__11. EMA Difference:","__EMA 1","__EMA 2","__13. M.Bias:","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,21.00,3.00,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,21.00,1.75,3.00,2.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,7.00,2.00,3.00,2.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,42.00,1.50,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,42.00,1.75,3.00,1.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,42.00,1.50,3.00,2.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,21.00,1.50,3.00,2.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,7.00,1.00,3.00,2.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,14.00,2.25,3.00,1.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,49.00,1.00,3.00,1.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,56.00,3.00,3.00,2.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,56.00,2.50,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,35.00,2.00,3.00,2.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1496.19,149.62,1497.11,149.71,-0.91,-0.09,4693.04,469.30,3462.77,346.28,1230.28,123.03,3196.85,319.69,1965.66,196.57,1231.19,123.12,1861.38,66.36,729.45,26.17,1957.40,195.74,1.17,24.37,1.47,1.76,1.00,25.00,24.00,25.00,0,0,249.78,165.54,84.24,85.00,57.00,28.00,0,0,0,39.00,29.00,10.00,46.00,28.00,18.00,45.88,50.88,35.71,17.60,1.23,26.27,1.66,-0.03,-0.35,120.33,6.68,119.41,6.60,123.03,6.91,69.50,3.39,70.20,3.45,68.40,3.30,1.73,1.70,1.80,314.57,15.41,314.57,13.78,241.61,15.41,184.92,7.30,167.93,6.85,184.92,7.30,68.00,55.00,95.00,77.00,64.00,117.00,61.00,46.00,82.00,0,0,0,"Skipped for ""Total Closed Trades: All"" filter: ""save more than 100"" when value is 85. All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,56.00,1.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
